Transcript PK, Syllable PK, Sequence PK
səspekts, ek, 4
səvænə, sə, 1
səvænə, əv, 2
səvænə, væ, 3
səvænə, æn, 4
səvænə, nə, 5
sɜːpləs, sɜː, 1
sɜːpləs, ɜːp, 2
sɜːpləs, lə, 3
sɜːpləs, əs, 4
sɜːpənts, sɜː, 1
sɜːpənts, ɜːp, 2
sɜːpənts, pə, 3
sɜːpənts, ən, 4
sɜːveɪz, sɜː, 1
sɜːveɪz, ɜːv, 2
sɜːveɪz, veɪ, 3
sɜːveɪz, eɪz, 4
sɪdʌktɪvnəs, sɪ, 1
sɪdʌktɪvnəs, ɪd, 2
sɪdʌktɪvnəs, dʌ, 3
sɪdʌktɪvnəs, ʌk, 4
sɪdʌktɪvnəs, tɪ, 5
sɪdʌktɪvnəs, ɪv, 6
sɪdʌktɪvnəs, nə, 7
sɪdʌktɪvnəs, əs, 8
sɪkjʊəd, sɪ, 1
sɪkjʊəd, ɪk, 2
sɪkjʊəd, jʊə, 3
sɪkjʊəd, ʊəd, 4
sɪlektɪŋ, sɪ, 1
sɪlektɪŋ, ɪl, 2
sɪlektɪŋ, le, 3
sɪlektɪŋ, ek, 4
sɪlektɪŋ, tɪ, 5
sɪlektɪŋ, ɪŋ, 6
sɪluet, sɪ, 1
sɪluet, ɪl, 2
sɪluet, lu, 3
sɪluet, et, 4
sɪmptəmz, sɪ, 1
sɪmptəmz, ɪm, 2
sɪmptəmz, tə, 3
sɪmptəmz, əm, 4
sɪməd, sɪ, 1
sɪməd, ɪm, 2
sɪməd, mə, 3
sɪməd, əd, 4
sɪnɒnɪməsiz, sɪ, 1
sɪnɒnɪməsiz, ɪn, 2
sɪnɒnɪməsiz, nɒ, 3
sɪnɒnɪməsiz, ɒn, 4
sɪnɒnɪməsiz, nɪ, 5
sɪnɒnɪməsiz, ɪm, 6
sɪnɒnɪməsiz, mə, 7
sɪnɒnɪməsiz, əs, 8
sɪnɒnɪməsiz, si, 9
sɪnɒnɪməsiz, iz, 10
sɪrəps, sɪ, 1
sɪrəps, ɪr, 2
sɪrəps, rə, 3
sɪrəps, əp, 4
sɪstər_ɪn_lɔː, sɪ, 1
sɪstər_ɪn_lɔː, ɪs, 2
sɪstər_ɪn_lɔː, tə, 3
sɪstər_ɪn_lɔː, ər, 4
sɪstər_ɪn_lɔː, ɪn, 5
sɪstər_ɪn_lɔː, lɔː, 6
sɪŋərz, sɪ, 1
sɪŋərz, ɪŋ, 2
sɪŋərz, ŋə, 3
sɪŋərz, ər, 4
sʌbkɒntɪnənt, sʌ, 1
sʌbkɒntɪnənt, ʌb, 2
sʌbkɒntɪnənt, kɒ, 3
sʌbkɒntɪnənt, ɒn, 4
sʌbkɒntɪnənt, tɪ, 5
sʌbkɒntɪnənt, ɪn, 6
sʌbkɒntɪnənt, nə, 7
sʌbkɒntɪnənt, ən, 8
sʌbkəntræktɪd, sʌ, 1
sʌbkəntræktɪd, ʌb, 2
sʌbkəntræktɪd, kə, 3
sʌbkəntræktɪd, ən, 4
sʌbkəntræktɪd, ræ, 5
sʌbkəntræktɪd, æk, 6
sʌbkəntræktɪd, tɪ, 7
sʌbkəntræktɪd, ɪd, 8
sʌbkʌltʃər, sʌ, 1
sʌbkʌltʃər, ʌb, 2
sʌbkʌltʃər, kʌ, 3
sʌbkʌltʃər, ʌl, 4
sʌbkʌltʃər, tʃə, 5
sʌbkʌltʃər, ər, 6
sʌfrədʒɪst, sʌ, 1
sʌfrədʒɪst, ʌf, 2
sʌfrədʒɪst, rə, 3
sʌfrədʒɪst, ədʒ, 4
sʌfrədʒɪst, dʒɪ, 5
sʌfrədʒɪst, ɪs, 6
sʌltənz, sʌ, 1
sʌltənz, ʌl, 2
sʌltənz, tə, 3
sʌltənz, ən, 4
sʌmz, sʌ, 1
sʌmz, ʌm, 2
taɪələsli, taɪ, 1
taɪələsli, ɪəl, 2
taɪələsli, lə, 3
taɪələsli, əs, 4
taɪələsli, li, 5
taɪər, taɪ, 1
taɪər, ɪər, 2
taʊəl, taʊ, 1
taʊəl, ʊəl, 2
tekstaɪlz, te, 1
tekstaɪlz, ek, 2
tekstaɪlz, taɪ, 3
tekstaɪlz, aɪl, 4
teksts, te, 1
teksts, ek, 2
tekstɪd, te, 1
tekstɪd, ek, 2
tekstɪd, tɪ, 3
tekstɪd, ɪd, 4
telikəmjuːnɪkeɪʃn, te, 1
telikəmjuːnɪkeɪʃn, el, 2
telikəmjuːnɪkeɪʃn, li, 3
telikəmjuːnɪkeɪʃn, ik, 4
telikəmjuːnɪkeɪʃn, kə, 5
telikəmjuːnɪkeɪʃn, əm, 6
telikəmjuːnɪkeɪʃn, juː, 7
telikəmjuːnɪkeɪʃn, uːn, 8
telikəmjuːnɪkeɪʃn, nɪ, 9
telikəmjuːnɪkeɪʃn, ɪk, 10
telikəmjuːnɪkeɪʃn, keɪ, 11
telikəmjuːnɪkeɪʃn, eɪʃ, 12
tenɪts, te, 1
tenɪts, en, 2
tenɪts, nɪ, 3
tenɪts, ɪt, 4
teɪsti, teɪ, 1
teɪsti, eɪs, 2
teɪsti, ti, 3
teɪstiɪst, teɪ, 1
teɪstiɪst, eɪs, 2
teɪstiɪst, ti, 3
teɪsts, teɪ, 1
teɪsts, eɪs, 2
teɪstɪŋ, teɪ, 1
teɪstɪŋ, eɪs, 2
teɪstɪŋ, tɪ, 3
teɪstɪŋ, ɪŋ, 4
tiːneɪdʒ, tiː, 1
tiːneɪdʒ, iːn, 2
tiːneɪdʒ, neɪ, 3
tiːneɪdʒ, eɪdʒ, 4
tiːz, tiː, 1
tiːz, iːz, 2
tjuːbər, juː, 1
tjuːbər, uːb, 2
tjuːbər, bə, 3
tjuːbər, ər, 4
traɪp, raɪ, 1
traɪp, aɪp, 2
trekɪŋ, re, 1
trekɪŋ, ek, 2
trekɪŋ, kɪ, 3
trekɪŋ, ɪŋ, 4
trespəsɪŋ, re, 1
trespəsɪŋ, es, 2
trespəsɪŋ, pə, 3
trespəsɪŋ, əs, 4
trespəsɪŋ, sɪ, 5
trespəsɪŋ, ɪŋ, 6
treɪnər, reɪ, 1
treɪnər, eɪn, 2
treɪnər, nə, 3
treɪnər, ər, 4
triːts, riː, 1
triːts, iːt, 2
trædʒɪkli, ræ, 1
trædʒɪkli, ædʒ, 2
trædʒɪkli, dʒɪ, 3
trædʒɪkli, ɪk, 4
trædʒɪkli, li, 5
trænsendz, ræ, 1
trænsendz, æn, 2
trænsendz, se, 3
trænsendz, en, 4
trænspɔːtɪd, ræ, 1
trænspɔːtɪd, æn, 2
trænspɔːtɪd, pɔː, 3
trænspɔːtɪd, ɔːt, 4
trænspɔːtɪd, tɪ, 5
trænspɔːtɪd, ɪd, 6
trænzdʒendər, ræ, 1
trænzdʒendər, æn, 2
trænzdʒendər, dʒe, 3
trænzdʒendər, en, 4
trænzdʒendər, də, 5
trænzdʒendər, ər, 6
trænzleɪts, ræ, 1
trænzleɪts, æn, 2
trænzleɪts, leɪ, 3
trænzleɪts, eɪt, 4
trænzleɪtər, ræ, 1
trænzleɪtər, æn, 2
trænzleɪtər, leɪ, 3
trænzleɪtər, eɪt, 4
trænzleɪtər, tə, 5
trænzleɪtər, ər, 6
trɒlz, rɒ, 1
trɒlz, ɒl, 2
trɔːmə, rɔː, 1
trɔːmə, ɔːm, 2
trɔːmə, mə, 3
trədʒektəri, rə, 1
trədʒektəri, ədʒ, 2
trədʒektəri, dʒe, 3
trədʒektəri, ek, 4
trədʒektəri, tə, 5
trədʒektəri, ər, 6
trədʒektəri, ri, 7
trɪbjuːts, rɪ, 1
trɪbjuːts, ɪb, 2
trɪbjuːts, juː, 3
trɪbjuːts, uːt, 4
trɪbjətriz, rɪ, 1
trɪbjətriz, ɪb, 2
trɪbjətriz, jə, 3
trɪbjətriz, ət, 4
trɪbjətriz, ri, 5
trɪbjətriz, iz, 6
trɪŋkɪts, rɪ, 1
trɪŋkɪts, ɪŋ, 2
trɪŋkɪts, kɪ, 3
trɪŋkɪts, ɪt, 4
tuːfəʊld, tuː, 1
tuːfəʊld, uːf, 2
tuːfəʊld, fəʊ, 3
tuːfəʊld, əʊl, 4
tuːmz, tuː, 1
tuːmz, uːm, 2
twiːts, wiː, 1
twiːts, iːt, 2
twiːtɪd, wiː, 1
twiːtɪd, iːt, 2
twiːtɪd, tɪ, 3
twiːtɪd, ɪd, 4
tæksɪŋ, tæ, 1
tæksɪŋ, æk, 2
tæksɪŋ, sɪ, 3
tæksɪŋ, ɪŋ, 4
tæpəstri, tæ, 1
tæpəstri, æp, 2
tæpəstri, pə, 3
tæpəstri, əs, 4
tæpəstri, ri, 5
tæpəstriz, tæ, 1
tæpəstriz, æp, 2
tæpəstriz, pə, 3
tæpəstriz, əs, 4
tæpəstriz, ri, 5
tæpəstriz, iz, 6
tæŋks, tæ, 1
tæŋks, æŋ, 2
tɒksɪsəti, tɒ, 1
tɒksɪsəti, ɒk, 2
tɒksɪsəti, sɪ, 3
tɒksɪsəti, ɪs, 4
tɒksɪsəti, sə, 5
tɒksɪsəti, ət, 6
tɒksɪsəti, ti, 7
tɒləreɪts, tɒ, 1
tɒləreɪts, ɒl, 2
tɒləreɪts, lə, 3
tɒləreɪts, ər, 4
tɒləreɪts, reɪ, 5
tɒləreɪts, eɪt, 6
tɒp_nɒtʃ, tɒ, 1
tɒp_nɒtʃ, ɒp, 2
tɒp_nɒtʃ, nɒ, 3
tɒp_nɒtʃ, ɒtʃ, 4
tɒps, tɒ, 1
tɒps, ɒp, 2
tɒpt, tɒ, 1
tɒpt, ɒp, 2
tɒrənt, tɒ, 1
tɒrənt, ɒr, 2
tɒrənt, rə, 3
tɒrənt, ən, 4
tə, tə, 1
təbuː, tə, 1
təbuː, əb, 2
təbuː, buː, 3
təkiːlə, tə, 1
təkiːlə, ək, 2
təkiːlə, kiː, 3
təkiːlə, iːl, 4
təkiːlə, lə, 5
tɜːbjələnt, tɜː, 1
tɜːbjələnt, ɜːb, 2
tɜːbjələnt, jə, 3
tɜːbjələnt, əl, 4
tɜːbjələnt, lə, 5
tɜːbjələnt, ən, 6
tɪpl, tɪ, 1
tɪpl, ɪp, 2
tɪŋktʃərz, tɪ, 1
tɪŋktʃərz, ɪŋ, 2
tɪŋktʃərz, tʃə, 3
tɪŋktʃərz, ər, 4
tʊənəmənts, tʊə, 1
tʊənəmənts, ʊən, 2
tʊənəmənts, nə, 3
tʊənəmənts, əm, 4
tʊənəmənts, mə, 5
tʊərɪŋ, tʊə, 1
tʊərɪŋ, ʊər, 2
tʊərɪŋ, rɪ, 3
tʊərɪŋ, ɪŋ, 4
tʌk, tʌ, 1
tʌk, ʌk, 2
tʌmblz, tʌ, 1
tʌmblz, ʌm, 2
tʌnl, tʌ, 1
tʌnl, ʌn, 2
tʌsks, tʌ, 1
tʌsks, ʌs, 2
tʌtʃdaʊn, tʌ, 1
tʌtʃdaʊn, ʌtʃ, 2
tʌtʃdaʊn, daʊ, 3
tʌtʃdaʊn, aʊn, 4
tʌtʃdaʊnz, tʌ, 1
tʌtʃdaʊnz, ʌtʃ, 2
tʌtʃdaʊnz, daʊ, 3
tʌtʃdaʊnz, aʊn, 4
tʌŋz, tʌ, 1
tʌŋz, ʌŋ, 2
vaɪbz, vaɪ, 1
vaɪbz, aɪb, 2
vedʒ, ve, 1
vedʒ, edʒ, 2
vendərz, ve, 1
vendərz, en, 2
vendərz, də, 3
vendərz, ər, 4
veslz, ve, 1
veslz, es, 2
veəriz, veə, 1
veəriz, eər, 2
veəriz, ri, 3
veəriz, iz, 4
veəriənts, veə, 1
veəriənts, eər, 2
veəriənts, ri, 3
veəriənts, ən, 4
viːgən, viː, 1
viːgən, iːg, 2
viːgən, gə, 3
viːgən, ən, 4
væksiːnz, væ, 1
væksiːnz, æk, 2
væksiːnz, siː, 3
væksiːnz, iːn, 4
væksɪneɪt, væ, 1
væksɪneɪt, æk, 2
væksɪneɪt, sɪ, 3
væksɪneɪt, ɪn, 4
væksɪneɪt, neɪ, 5
væksɪneɪt, eɪt, 6
væksɪneɪʃnz, væ, 1
væksɪneɪʃnz, æk, 2
væksɪneɪʃnz, sɪ, 3
væksɪneɪʃnz, ɪn, 4
væksɪneɪʃnz, neɪ, 5
væksɪneɪʃnz, eɪʃ, 6
væts, væ, 1
væts, æt, 2
vəʊklz, vəʊ, 1
vəʊklz, əʊk, 2
vɪktɪmz, vɪ, 1
vɪktɪmz, ɪk, 2
vɪktɪmz, tɪ, 3
vɪktɪmz, ɪm, 4
welnəs, we, 1
welnəs, el, 2
welnəs, nə, 3
welnəs, əs, 4
wentwəθ, we, 1
wentwəθ, en, 2
wentwəθ, wə, 3
wentwəθ, əθ, 4
wepənri, we, 1
wepənri, ep, 2
wepənri, pə, 3
wepənri, ən, 4
wepənri, ri, 5
weərər, weə, 1
weərər, eər, 2
weərər, rə, 3
weɪstwɔːtər, weɪ, 1
weɪstwɔːtər, eɪs, 2
weɪstwɔːtər, wɔː, 3
weɪstwɔːtər, ɔːt, 4
weɪstwɔːtər, tə, 5
weɪstwɔːtər, ər, 6
weɪstɪŋ, weɪ, 1
weɪstɪŋ, eɪs, 2
weɪstɪŋ, tɪ, 3
weɪstɪŋ, ɪŋ, 4
wiːdɪd, wiː, 1
wiːdɪd, iːd, 2
wiːdɪd, dɪ, 3
wiːdɪd, ɪd, 4
wiːt, wiː, 1
wiːt, iːt, 2
wuːndz, wuː, 1
wuːndz, uːn, 2
wuːndɪŋ, wuː, 1
wuːndɪŋ, uːn, 2
wuːndɪŋ, dɪ, 3
wuːndɪŋ, ɪŋ, 4
wæks, wæ, 1
wæks, æk, 2
wæksɪŋ, wæ, 1
wæksɪŋ, æk, 2
wæksɪŋ, sɪ, 3
wæksɪŋ, ɪŋ, 4
wɔːtələsiz, wɔː, 1
wɔːtələsiz, ɔːt, 2
wɔːtələsiz, tə, 3
wɔːtələsiz, əl, 4
wɔːtələsiz, lə, 5
wɔːtələsiz, əs, 6
wɔːtələsiz, si, 7
wɔːtələsiz, iz, 8
wɔːtəweɪz, wɔː, 1
wɔːtəweɪz, ɔːt, 2
wɔːtəweɪz, tə, 3
wɔːtəweɪz, əw, 4
wɔːtəweɪz, weɪ, 5
wɔːtəweɪz, eɪz, 6
wɔːʃɪps, wɔː, 1
wɔːʃɪps, ɔːʃ, 2
wɔːʃɪps, ʃɪ, 3
wɔːʃɪps, ɪp, 4
wɪdʒɪt, wɪ, 1
wɪdʒɪt, ɪdʒ, 2
wɪdʒɪt, dʒɪ, 3
wɪdʒɪt, ɪt, 4
wɪki, wɪ, 1
wɪki, ɪk, 2
wɪki, ki, 3
wɪldəbiːst, wɪ, 1
wɪldəbiːst, ɪl, 2
wɪldəbiːst, də, 3
wɪldəbiːst, əb, 4
wɪldəbiːst, biː, 5
wɪldəbiːst, iːs, 6
wɪski, wɪ, 1
wɪski, ɪs, 2
wɪski, ki, 3
wɪŋspæn, wɪ, 1
wɪŋspæn, ɪŋ, 2
wɪŋspæn, pæ, 3
wɪŋspæn, æn, 4
wʊmənz, wʊ, 1
wʊmənz, ʊm, 2
wʊmənz, mə, 3
wʊmənz, ən, 4
wʌn_deɪ_krɪkɪt, wʌ, 1
wʌn_deɪ_krɪkɪt, ʌn, 2
wʌn_deɪ_krɪkɪt, deɪ, 3
wʌn_deɪ_krɪkɪt, rɪ, 4
wʌn_deɪ_krɪkɪt, ɪk, 5
wʌn_deɪ_krɪkɪt, kɪ, 6
wʌn_deɪ_krɪkɪt, ɪt, 7
wʌn_trɪk_pəʊni, wʌ, 1
wʌn_trɪk_pəʊni, ʌn, 2
wʌn_trɪk_pəʊni, rɪ, 3
wʌn_trɪk_pəʊni, ɪk, 4
wʌn_trɪk_pəʊni, pəʊ, 5
wʌn_trɪk_pəʊni, əʊn, 6
wʌn_trɪk_pəʊni, ni, 7
wʌn_ɒf, wʌ, 1
wʌn_ɒf, ʌn, 2
wʌn_ɒf, ɒf, 3
zebrə, ze, 1
zebrə, eb, 2
zebrə, rə, 3
zəʊnz, zəʊ, 1
zəʊnz, əʊn, 2
zɪərəʊz, zɪə, 1
zɪərəʊz, ɪər, 2
zɪərəʊz, rəʊ, 3
zɪərəʊz, əʊz, 4
ɒf, ɒf, 1
ɒf_djuːti, ɒf, 1
ɒf_djuːti, juː, 2
ɒf_djuːti, uːt, 3
ɒf_djuːti, ti, 4
ɒfərɪŋz, ɒf, 1
ɒfərɪŋz, fə, 2
ɒfərɪŋz, ər, 3
ɒfərɪŋz, rɪ, 4
ɒfərɪŋz, ɪŋ, 5
ɒfɪsərz, ɒf, 1
ɒfɪsərz, fɪ, 2
ɒfɪsərz, ɪs, 3
ɒfɪsərz, sə, 4
ɒfɪsərz, ər, 5
ɒnəd, ɒn, 1
ɒnəd, nə, 2
ɒnəd, əd, 3
ɒptɪməli, ɒp, 1
ɒptɪməli, tɪ, 2
ɒptɪməli, ɪm, 3
ɒptɪməli, mə, 4
ɒptɪməli, əl, 5
ɒptɪməli, li, 6
ɒpərətɪviz, ɒp, 1
ɒpərətɪviz, pə, 2
ɒpərətɪviz, ər, 3
ɒpərətɪviz, rə, 4
ɒpərətɪviz, ət, 5
ɒpərətɪviz, tɪ, 6
ɒpərətɪviz, ɪv, 7
ɒpərətɪviz, vi, 8
ɒpərətɪviz, iz, 9
ɒpətjuːn, ɒp, 1
ɒpətjuːn, pə, 2
ɒpətjuːn, ət, 3
ɒpətjuːn, juː, 4
ɒpətjuːn, uːn, 5
ɒrɪndʒiz, ɒr, 1
ɒrɪndʒiz, rɪ, 2
ɒrɪndʒiz, ɪn, 3
ɒrɪndʒiz, dʒi, 4
ɒrɪndʒiz, iz, 5
ɔɪlz, ɔɪl, 1
ɔɪntmənts, ɔɪn, 1
ɔɪntmənts, mə, 2
ɔɪntmənts, ən, 3
ɔɪstər, ɔɪs, 1
ɔɪstər, tə, 2
ɔɪstər, ər, 3
ɔːgənaɪzərz, ɔːg, 1
ɔːgənaɪzərz, gə, 2
ɔːgənaɪzərz, ən, 3
ɔːgənaɪzərz, naɪ, 4
ɔːgənaɪzərz, aɪz, 5
ɔːgənaɪzərz, zə, 6
ɔːgənaɪzərz, ər, 7
əbskjʊəz, əb, 1
əbskjʊəz, jʊə, 2
əbskjʊəz, ʊəz, 3
əʊ_də_twɑːlet, də, 1
əʊ_də_twɑːlet, wɑː, 2
əʊ_də_twɑːlet, ɑːl, 3
əʊ_də_twɑːlet, le, 4
əʊ_də_twɑːlet, et, 5
əʊ_də_twɑːlets, də, 1
əʊ_də_twɑːlets, wɑː, 2
əʊ_də_twɑːlets, ɑːl, 3
əʊ_də_twɑːlets, le, 4
əʊ_də_twɑːlets, et, 5
əʊkər, əʊk, 1
əʊkər, kə, 2
əʊkər, ər, 3
əʊvəkʌmɪŋ, əʊv, 1
əʊvəkʌmɪŋ, və, 2
əʊvəkʌmɪŋ, ək, 3
əʊvəkʌmɪŋ, kʌ, 4
əʊvəkʌmɪŋ, ʌm, 5
əʊvəkʌmɪŋ, mɪ, 6
əʊvəkʌmɪŋ, ɪŋ, 7
əʊvənaɪts, əʊv, 1
əʊvənaɪts, və, 2
əʊvənaɪts, ən, 3
əʊvənaɪts, naɪ, 4
əʊvənaɪts, aɪt, 5
əʊvətaɪm, əʊv, 1
əʊvətaɪm, və, 2
əʊvətaɪm, ət, 3
əʊvətaɪm, taɪ, 4
əʊvətaɪm, aɪm, 5
ɜːbənaɪzeɪʃn, ɜːb, 1
ɜːbənaɪzeɪʃn, bə, 2
ɜːbənaɪzeɪʃn, ən, 3
ɜːbənaɪzeɪʃn, naɪ, 4
ɜːbənaɪzeɪʃn, aɪz, 5
ɜːbənaɪzeɪʃn, zeɪ, 6
ɜːbənaɪzeɪʃn, eɪʃ, 7
ɪdiəsɪŋkrætɪk, ɪd, 1
ɪdiəsɪŋkrætɪk, di, 2
ɪdiəsɪŋkrætɪk, əs, 3
ɪdiəsɪŋkrætɪk, sɪ, 4
ɪdiəsɪŋkrætɪk, ɪŋ, 5
ɪdiəsɪŋkrætɪk, ræ, 6
ɪdiəsɪŋkrætɪk, æt, 7
ɪdiəsɪŋkrætɪk, tɪ, 8
ɪdiəsɪŋkrætɪk, ɪk, 9
ɪgluːz, ɪg, 1
ɪgluːz, luː, 2
ɪgluːz, uːz, 3
ɪgnaɪts, ɪg, 1
ɪgnaɪts, naɪ, 2
ɪgnaɪts, aɪt, 3
ɪlɪsɪt, ɪl, 1
ɪlɪsɪt, lɪ, 2
ɪlɪsɪt, ɪs, 3
ɪlɪsɪt, sɪ, 4
ɪlɪsɪt, ɪt, 5
ɪmjuːnəti, ɪm, 1
ɪmjuːnəti, juː, 2
ɪmjuːnəti, uːn, 3
ɪmjuːnəti, nə, 4
ɪmjuːnəti, ət, 5
ɪmjuːnəti, ti, 6
ɪmpiːdɪd, ɪm, 1
ɪmpiːdɪd, piː, 2
ɪmpiːdɪd, iːd, 3
ɪmpiːdɪd, dɪ, 4
ɪmpiːdɪd, ɪd, 5
ɪmpjuːnəti, ɪm, 1
ɪmpjuːnəti, juː, 2
ɪmpjuːnəti, uːn, 3
ɪmpjuːnəti, nə, 4
ɪmpjuːnəti, ət, 5
ɪmpjuːnəti, ti, 6
ɪmplaɪɪŋ, ɪm, 1
ɪmplaɪɪŋ, laɪ, 2
ɪmplaɪɪŋ, ɪŋ, 3
ɪmplɪmentɪŋ, ɪm, 1
ɪmplɪmentɪŋ, lɪ, 2
ɪmplɪmentɪŋ, ɪm, 3
ɪmplɪmentɪŋ, me, 4
ɪmplɪmentɪŋ, en, 5
ɪmplɪmentɪŋ, tɪ, 6
ɪmplɪmentɪŋ, ɪŋ, 7
ɪmpɪtəs, ɪm, 1
ɪmpɪtəs, pɪ, 2
ɪmpɪtəs, ɪt, 3
ɪmpɪtəs, tə, 4
ɪmpɪtəs, əs, 5
ɪmɪgreɪtɪd, ɪm, 1
ɪmɪgreɪtɪd, mɪ, 2
ɪmɪgreɪtɪd, ɪg, 3
ɪmɪgreɪtɪd, reɪ, 4
ɪmɪgreɪtɪd, eɪt, 5
ɪmɪgreɪtɪd, tɪ, 6
ɪmɪgreɪtɪd, ɪd, 7
ɪndɪgnəti, ɪn, 1
ɪndɪgnəti, dɪ, 2
ɪndɪgnəti, ɪg, 3
ɪndɪgnəti, nə, 4
ɪndɪgnəti, ət, 5
ɪndɪgnəti, ti, 6
ɪndɪgəʊ, ɪn, 1
ɪndɪgəʊ, dɪ, 2
ɪndɪgəʊ, ɪg, 3
ɪndɪgəʊ, gəʊ, 4
ɪndɪvɪdʒuəlz, ɪn, 1
ɪndɪvɪdʒuəlz, dɪ, 2
ɪndɪvɪdʒuəlz, ɪv, 3
ɪndɪvɪdʒuəlz, vɪ, 4
ɪndɪvɪdʒuəlz, ɪdʒ, 5
ɪndɪvɪdʒuəlz, dʒu, 6
ɪndɪvɪdʒuəlz, əl, 7
ɪndʌldʒənt, ɪn, 1
ɪndʌldʒənt, dʌ, 2
ɪndʌldʒənt, ʌl, 3
ɪndʌldʒənt, dʒə, 4
ɪndʌldʒənt, ən, 5
ɪnfleɪm, ɪn, 1
ɪnfleɪm, leɪ, 2
ɪnfleɪm, eɪm, 3
ɪnfɔːml, ɪn, 1
ɪnfɔːml, fɔː, 2
ɪnfɔːml, ɔːm, 3
ɪnheɪl, ɪn, 1
ɪnheɪl, heɪ, 2
ɪnheɪl, eɪl, 3
ɪnsensətɪv, ɪn, 1
ɪnsensətɪv, se, 2
ɪnsensətɪv, en, 3
ɪnsensətɪv, sə, 4
ɪnsensətɪv, ət, 5
ɪnsensətɪv, tɪ, 6
ɪnsensətɪv, ɪv, 7
ɪnspekt, ɪn, 1
ɪnspekt, pe, 2
ɪnspekt, ek, 3
ɪnsɪdənsiz, ɪn, 1
ɪnsɪdənsiz, sɪ, 2
ɪnsɪdənsiz, ɪd, 3
ɪnsɪdənsiz, də, 4
ɪnsɪdənsiz, ən, 5
ɪnsɪdənsiz, si, 6
ɪnsɪdənsiz, iz, 7
ɪntenʃnz, ɪn, 1
ɪntenʃnz, te, 2
ɪntenʃnz, en, 3
ɪntəkɒntɪnentl, ɪn, 1
ɪntəkɒntɪnentl, tə, 2
ɪntəkɒntɪnentl, ək, 3
ɪntəkɒntɪnentl, kɒ, 4
ɪntəkɒntɪnentl, ɒn, 5
ɪntəkɒntɪnentl, tɪ, 6
ɪntəkɒntɪnentl, ɪn, 7
ɪntəkɒntɪnentl, ne, 8
ɪntəkɒntɪnentl, en, 9
ɪntərʌpʃn, ɪn, 1
ɪntərʌpʃn, tə, 2
ɪntərʌpʃn, ər, 3
ɪntərʌpʃn, rʌ, 4
ɪntərʌpʃn, ʌp, 5
ɪntəsepʃnz, ɪn, 1
ɪntəsepʃnz, tə, 2
ɪntəsepʃnz, əs, 3
ɪntəsepʃnz, se, 4
ɪntəsepʃnz, ep, 5
ɪntɜːnəli, ɪn, 1
ɪntɜːnəli, tɜː, 2
ɪntɜːnəli, ɜːn, 3
ɪntɜːnəli, nə, 4
ɪntɜːnəli, əl, 5
ɪntɜːnəli, li, 6
ɪntɜːprətər, ɪn, 1
ɪntɜːprətər, tɜː, 2
ɪntɜːprətər, ɜːp, 3
ɪntɜːprətər, rə, 4
ɪntɜːprətər, ət, 5
ɪntɜːprətər, tə, 6
ɪntɜːprətər, ər, 7
ɪntɪəriərz, ɪn, 1
ɪntɪəriərz, tɪə, 2
ɪntɪəriərz, ɪər, 3
ɪntɪəriərz, ri, 4
ɪnventərz, ɪn, 1
ɪnventərz, ve, 2
ɪnventərz, en, 3
ɪnventərz, tə, 4
ɪnventərz, ər, 5
ɪnventɪv, ɪn, 1
ɪnventɪv, ve, 2
ɪnventɪv, en, 3
ɪnventɪv, tɪ, 4
ɪnventɪv, ɪv, 5
ɪnvenʃnz, ɪn, 1
ɪnvenʃnz, ve, 2
ɪnvenʃnz, en, 3
ɪnvɒləntri, ɪn, 1
ɪnvɒləntri, vɒ, 2
ɪnvɒləntri, ɒl, 3
ɪnvɒləntri, lə, 4
ɪnvɒləntri, ən, 5
ɪnvɒləntri, ri, 6
ɪnvɪgəreɪtɪd, ɪn, 1
ɪnvɪgəreɪtɪd, vɪ, 2
ɪnvɪgəreɪtɪd, ɪg, 3
ɪnvɪgəreɪtɪd, gə, 4
ɪnvɪgəreɪtɪd, ər, 5
ɪnvɪgəreɪtɪd, reɪ, 6
ɪnvɪgəreɪtɪd, eɪt, 7
ɪnvɪgəreɪtɪd, tɪ, 8
ɪnvɪgəreɪtɪd, ɪd, 9
ɪregjəlærətiz, ɪr, 1
ɪregjəlærətiz, re, 2
ɪregjəlærətiz, eg, 3
ɪregjəlærətiz, jə, 4
ɪregjəlærətiz, əl, 5
ɪregjəlærətiz, læ, 6
ɪregjəlærətiz, ær, 7
ɪregjəlærətiz, rə, 8
ɪregjəlærətiz, ət, 9
ɪregjəlærətiz, ti, 10
ɪregjəlærətiz, iz, 11
ɪriəʊ, ɪr, 1
ɪriəʊ, ri, 2
ɪrɪgeɪt, ɪr, 1
ɪrɪgeɪt, rɪ, 2
ɪrɪgeɪt, ɪg, 3
ɪrɪgeɪt, geɪ, 4
ɪrɪgeɪt, eɪt, 5
ɪrɪzɪstəbl, ɪr, 1
ɪrɪzɪstəbl, rɪ, 2
ɪrɪzɪstəbl, ɪz, 3
ɪrɪzɪstəbl, zɪ, 4
ɪrɪzɪstəbl, ɪs, 5
ɪrɪzɪstəbl, tə, 6
ɪrɪzɪstəbl, əb, 7
ʃaɪnz, ʃaɪ, 1
ʃaɪnz, aɪn, 2
ʃelf, ʃe, 1
ʃelf, el, 2
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, riː, 1
ʃriː_gʊruː_sɪŋ_sɑːbə_gɜːdwɑːrə, gʊ, 2
